Place_Name,Total_covid_count,State
parbhani district,1886141,maharashtra
mumbai suburban district,20687558,maharashtra
hingoli district,921760,maharashtra
ratnagiri district,945643,maharashtra
nanded district,3194923,maharashtra
osmanabad district,2489096,maharashtra
nagpur district,11746960,maharashtra
buldhana district,2928610,maharashtra
nashik district,17587671,maharashtra
akola district,1518861,maharashtra
yavatmal district,1743407,maharashtra
aurangabad district,12231686,maharashtra
amravati district,3774174,maharashtra
washim district,2135042,maharashtra
sangli district,3148369,maharashtra
gadchiroli district,678774,maharashtra
raigad district,5427408,maharashtra
palghar district,5046305,maharashtra
jalna district,2539902,maharashtra
gondia district,927925,maharashtra
ahmednagar district,8883332,maharashtra
pune district,101472134,maharashtra
beed district,3118322,maharashtra
satara district,4577239,maharashtra
jalgaon district,6985861,maharashtra
latur district,5323018,maharashtra
thane district,30073494,maharashtra
bhandara district,1557214,maharashtra
nandurbar district,1339578,maharashtra
chandrapur district,2924775,maharashtra
kolhapur district,6953772,maharashtra
solapur district,12746918,maharashtra
mumbai district,7347827,maharashtra
sindhudurg district,704068,maharashtra
dhule district,3259845,maharashtra
wardha district,1765818,maharashtra
parbhani district,2927074,maharashtra
mumbai suburban district,31947471,maharashtra
hingoli district,1323826,maharashtra
ratnagiri district,1239737,maharashtra
nanded district,4944241,maharashtra
osmanabad district,3700883,maharashtra
nagpur district,17881031,maharashtra
buldhana district,4315634,maharashtra
nashik district,25886584,maharashtra
akola district,2321592,maharashtra
yavatmal district,2582434,maharashtra
aurangabad district,19001745,maharashtra
amravati district,5645786,maharashtra
washim district,5782133,maharashtra
sangli district,4990427,maharashtra
gadchiroli district,953205,maharashtra
raigad district,9634903,maharashtra
palghar district,8070045,maharashtra
jalna district,3740553,maharashtra
gondia district,1312868,maharashtra
ahmednagar district,13929256,maharashtra
pune district,142350762,maharashtra
beed district,4622657,maharashtra
satara district,7533969,maharashtra
jalgaon district,7125707,maharashtra
latur district,5760464,maharashtra
thane district,33503449,maharashtra
bhandara district,1564520,maharashtra
nandurbar district,1383515,maharashtra
chandrapur district,3151866,maharashtra
kolhapur district,7652720,maharashtra
solapur district,13720797,maharashtra
mumbai district,8188922,maharashtra
sindhudurg district,687743,maharashtra
dhule district,3403609,maharashtra
wardha district,1840914,maharashtra
parbhani district,3263936,maharashtra
mumbai suburban district,49079788,maharashtra
hingoli district,1278417,maharashtra
ratnagiri district,1238194,maharashtra
nanded district,5176083,maharashtra
osmanabad district,3859502,maharashtra
nagpur district,20132732,maharashtra
buldhana district,4321520,maharashtra
nashik district,27235543,maharashtra
akola district,2410033,maharashtra
yavatmal district,2673201,maharashtra
aurangabad district,20324679,maharashtra
amravati district,5370072,maharashtra
washim district,16119131,maharashtra
sangli district,5514760,maharashtra
gadchiroli district,959325,maharashtra
raigad district,10673549,maharashtra
palghar district,8313771,maharashtra
jalna district,3795010,maharashtra
gondia district,1400318,maharashtra
ahmednagar district,14942900,maharashtra
pune district,208930588,maharashtra
beed district,4851168,maharashtra
satara district,8011794,maharashtra
jalgaon district,9203822,maharashtra
latur district,6926698,maharashtra
thane district,34695330,maharashtra
bhandara district,1822721,maharashtra
nandurbar district,1769625,maharashtra
chandrapur district,3869197,maharashtra
kolhapur district,8091062,maharashtra
solapur district,16828619,maharashtra
mumbai district,7493859,maharashtra
sindhudurg district,744195,maharashtra
dhule district,4332008,maharashtra
wardha district,2139522,maharashtra
parbhani district,4436069,maharashtra
mumbai suburban district,51172626,maharashtra
hingoli district,1723420,maharashtra
ratnagiri district,1425394,maharashtra
nanded district,6605754,maharashtra
osmanabad district,4779631,maharashtra
nagpur district,22506189,maharashtra
buldhana district,5761237,maharashtra
nashik district,28391827,maharashtra
akola district,3118344,maharashtra
yavatmal district,3570984,maharashtra
aurangabad district,23744887,maharashtra
amravati district,6482349,maharashtra
washim district,27190170,maharashtra
sangli district,6227375,maharashtra
gadchiroli district,1212525,maharashtra
raigad district,11509927,maharashtra
palghar district,8657621,maharashtra
jalna district,4973393,maharashtra
gondia district,1714392,maharashtra
ahmednagar district,16869500,maharashtra
pune district,218732925,maharashtra
beed district,6303927,maharashtra
satara district,8589362,maharashtra
jalgaon district,11683707,maharashtra
latur district,9248789,maharashtra
thane district,46296081,maharashtra
bhandara district,2346620,maharashtra
nandurbar district,2294230,maharashtra
chandrapur district,5223272,maharashtra
kolhapur district,11008132,maharashtra
solapur district,22642205,maharashtra
mumbai district,11491677,maharashtra
sindhudurg district,901040,maharashtra
dhule district,5529023,maharashtra
wardha district,2839183,maharashtra
parbhani district,6675022,maharashtra
mumbai suburban district,67846531,maharashtra
hingoli district,2161199,maharashtra
ratnagiri district,1682108,maharashtra
nanded district,8916177,maharashtra
osmanabad district,6137588,maharashtra
nagpur district,29998841,maharashtra
buldhana district,7413428,maharashtra
nashik district,39927545,maharashtra
akola district,4155570,maharashtra
yavatmal district,4696326,maharashtra
aurangabad district,32667108,maharashtra
amravati district,8512827,maharashtra
washim district,47716080,maharashtra
sangli district,8352537,maharashtra
gadchiroli district,1543698,maharashtra
raigad district,15666356,maharashtra
palghar district,11918989,maharashtra
jalna district,6262192,maharashtra
gondia district,2236319,maharashtra
ahmednagar district,23270731,maharashtra
pune district,303322956,maharashtra
beed district,8279040,maharashtra
satara district,12010933,maharashtra
jalgaon district,15456402,maharashtra
latur district,12678966,maharashtra
thane district,58731186,maharashtra
bhandara district,3014353,maharashtra
nandurbar district,3087075,maharashtra
chandrapur district,7009727,maharashtra
kolhapur district,15202155,maharashtra
solapur district,29893044,maharashtra
mumbai district,15677222,maharashtra
sindhudurg district,1243850,maharashtra
dhule district,7402020,maharashtra
wardha district,3741381,maharashtra
parbhani district,8899067,maharashtra
mumbai suburban district,92733033,maharashtra
hingoli district,2951247,maharashtra
ratnagiri district,2267617,maharashtra
nanded district,12362404,maharashtra
osmanabad district,8478583,maharashtra
nagpur district,37294016,maharashtra
buldhana district,9965367,maharashtra
nashik district,50753398,maharashtra
akola district,5575093,maharashtra
yavatmal district,6325995,maharashtra
aurangabad district,42089766,maharashtra
amravati district,10748480,maharashtra
washim district,58312102,maharashtra
sangli district,11336302,maharashtra
gadchiroli district,2019389,maharashtra
raigad district,19999796,maharashtra
palghar district,15141805,maharashtra
jalna district,8350020,maharashtra
gondia district,2933396,maharashtra
ahmednagar district,30809337,maharashtra
pune district,371337618,maharashtra
beed district,10966370,maharashtra
satara district,15943920,maharashtra
jalgaon district,17757988,maharashtra
latur district,15356835,maharashtra
thane district,66420329,maharashtra
bhandara district,3461274,maharashtra
nandurbar district,3622329,maharashtra
chandrapur district,8245169,maharashtra
kolhapur district,17433041,maharashtra
solapur district,35130037,maharashtra
mumbai district,17957610,maharashtra
sindhudurg district,1428957,maharashtra
dhule district,8541986,maharashtra
wardha district,4351919,maharashtra
parbhani district,10320054,maharashtra
mumbai suburban district,104595313,maharashtra
hingoli district,3618468,maharashtra
ratnagiri district,2707601,maharashtra
nanded district,14832112,maharashtra
osmanabad district,9757272,maharashtra
nagpur district,43072958,maharashtra
buldhana district,11747608,maharashtra
nashik district,59914404,maharashtra
akola district,6689313,maharashtra
yavatmal district,7555408,maharashtra
aurangabad district,48288544,maharashtra
amravati district,12901295,maharashtra
washim district,73700274,maharashtra
sangli district,13407114,maharashtra
gadchiroli district,2430940,maharashtra
raigad district,22836136,maharashtra
palghar district,17329583,maharashtra
jalna district,9770142,maharashtra
gondia district,3447926,maharashtra
ahmednagar district,35927347,maharashtra
pune district,424149132,maharashtra
beed district,12794151,maharashtra
satara district,18005869,maharashtra
jalgaon district,20794365,maharashtra
latur district,18128124,maharashtra
thane district,76359706,maharashtra
bhandara district,4092003,maharashtra
nandurbar district,4250672,maharashtra
chandrapur district,9797860,maharashtra
kolhapur district,20243542,maharashtra
solapur district,41690075,maharashtra
mumbai district,21906382,maharashtra
sindhudurg district,1651248,maharashtra
dhule district,10013481,maharashtra
wardha district,5184451,maharashtra
parbhani district,12237389,maharashtra
mumbai suburban district,125227570,maharashtra
hingoli district,4251385,maharashtra
ratnagiri district,3132835,maharashtra
nanded district,17724135,maharashtra
osmanabad district,11489907,maharashtra
nagpur district,52065290,maharashtra
buldhana district,13912064,maharashtra
nashik district,69128782,maharashtra
akola district,7921437,maharashtra
yavatmal district,9164377,maharashtra
aurangabad district,55248137,maharashtra
amravati district,15342341,maharashtra
washim district,98129806,maharashtra
sangli district,15400605,maharashtra
gadchiroli district,2879207,maharashtra
raigad district,26465986,maharashtra
palghar district,19395512,maharashtra
jalna district,11306875,maharashtra
gondia district,4154419,maharashtra
ahmednagar district,42201172,maharashtra
pune district,520321567,maharashtra
beed district,15497524,maharashtra
satara district,20822882,maharashtra
jalgaon district,21047727,maharashtra
latur district,17812129,maharashtra
thane district,80605581,maharashtra
bhandara district,4087395,maharashtra
nandurbar district,4162280,maharashtra
chandrapur district,9596226,maharashtra
kolhapur district,24897514,maharashtra
solapur district,43898093,maharashtra
mumbai district,72051672,maharashtra
sindhudurg district,1433464,maharashtra
dhule district,9760928,maharashtra
wardha district,5641625,maharashtra
parbhani district,9856335,maharashtra
mumbai suburban district,197724164,maharashtra
hingoli district,4340017,maharashtra
ratnagiri district,3379494,maharashtra
nanded district,18419096,maharashtra
osmanabad district,11529406,maharashtra
nagpur district,73292524,maharashtra
buldhana district,14234928,maharashtra
nashik district,75574380,maharashtra
akola district,8839710,maharashtra
yavatmal district,10601620,maharashtra
aurangabad district,59756919,maharashtra
amravati district,17634270,maharashtra
washim district,17502495,maharashtra
sangli district,17044884,maharashtra
gadchiroli district,2957701,maharashtra
raigad district,28475145,maharashtra
palghar district,21251118,maharashtra
jalna district,11721876,maharashtra
gondia district,4236959,maharashtra
ahmednagar district,42461860,maharashtra
pune district,505018506,maharashtra
beed district,15769922,maharashtra
satara district,19771454,maharashtra
jalgaon district,24441243,maharashtra
latur district,20623462,maharashtra
thane district,96634264,maharashtra
bhandara district,5270967,maharashtra
nandurbar district,5572337,maharashtra
chandrapur district,12283830,maharashtra
kolhapur district,29228843,maharashtra
solapur district,49452868,maharashtra
mumbai district,75229421,maharashtra
sindhudurg district,1712359,maharashtra
dhule district,11758841,maharashtra
wardha district,6408966,maharashtra
parbhani district,11428317,maharashtra
mumbai suburban district,248827345,maharashtra
hingoli district,4938947,maharashtra
ratnagiri district,4187852,maharashtra
nanded district,22110992,maharashtra
osmanabad district,13538711,maharashtra
nagpur district,82944788,maharashtra
buldhana district,16400739,maharashtra
nashik district,95624463,maharashtra
akola district,10468300,maharashtra
yavatmal district,12034565,maharashtra
aurangabad district,67307091,maharashtra
amravati district,21183979,maharashtra
washim district,5525504,maharashtra
sangli district,19941978,maharashtra
gadchiroli district,3487868,maharashtra
raigad district,32354836,maharashtra
palghar district,24405823,maharashtra
jalna district,12883252,maharashtra
gondia district,4897879,maharashtra
ahmednagar district,50187075,maharashtra
pune district,544687754,maharashtra
beed district,17664451,maharashtra
satara district,23125362,maharashtra
kangpokpi district,4187,manipur
noney district,646,manipur
imphal east district,21960,manipur
thoubal district,8288,manipur
kakching district,1622,manipur
jiribam district,1305,manipur
ukhrul district,1399,manipur
tamenglong district,1007,manipur
kamjong district,329,manipur
chandel district,880,manipur
bishnupur district,7005,manipur
senapati district,613,manipur
pherzawl district,2,manipur
churachandpur district,4081,manipur
